school,original_publication_date,sentence_lowered,period
feminism,1949,"since she is, in any case, condemned to dependence, she would rather serve a god than obey tyrants parents, husband, protector; she chooses to want her enslavement so ardently that it will seem to her to be the expression of her freedom; she will try to overcome her situation as inessential object by radically assuming it; through her flesh, her feelings, and her behavior, she will exalt as sovereign the one she loves, she will posit him as value and supreme reality: she will efface herself before him.",contemporary
feminism,1949,love becomes a religion for her.,contemporary
feminism,1949,"we have seen that the adolescent girl at first wishes to identify with males; once she renounces this, she then seeks to participate in their virility by being loved by one of them; it is not the individuality of one man or another that seduces her; she is in love with man in general. '",contemporary
feminism,1949,"and you, the men i will love, how i await you,' writes ir ne reweliotty. '",contemporary
feminism,1949,"of course, the man must belong to the same class and the same race as her own: the privilege of sex works only within this framework; for him to be a demigod, he must obviously be a human being first; for the daughter of a colonial officer, the native is not a man; if the young girl gives herself to an 'inferior,' she is trying to degrade herself because she does not think she is worthy of love.",contemporary
feminism,1949,"according to the circumstances, male worth will appear to her as physical force, elegance, wealth, culture, intelligence, authority, social situation, or a military uniform: but what she always hopes for is that her lover will be the summation of the essence of man.",contemporary
feminism,1949,"love at a distance is nonetheless merely a fantasy, not a real experience.",contemporary
feminism,1949,"when it is carnally consummated, desire for love becomes passionate love.",contemporary
feminism,1949,"inversely, love can arise from making love, the sexuallydominated woman exalting the man who first seemed insignificant to her.",contemporary
feminism,1949,love holds less place in feminine life than is often believed.,contemporary
feminism,1949,"almost all women have dreamed of the 'great love': they have had imitations, they have come close to it; it has come to them in incomplete, bruised, trifling, imperfect, and false forms; but very few have really dedicated their existence to it.",contemporary
feminism,1949,"the great women lovers are often those who did not waste their emotions on juvenile crushes; they first accepted the traditional feminine destiny: husband, home, children; or they lived in difficult solitude; or they counted on some venture that more or less failed; when they glimpse the chance to save their disappointing life by dedicating it to an elite being, they desperately give themselves up to this hope.",contemporary
